Content,EventTemplate,Dataset,Category,New_LLAMA_2S_HDFS_5,Inference_time_5,New_LLAMA_2S_HDFS_5_TempOnly
Deleting block blk_3221204570666147236 file /mnt/hadoop/dfs/data/current/subdir34/blk_3221204570666147236,Deleting block <*> file <*>,HDFS,New,Deleting block <*><*><*><*><*><*> file /mnt/hadoop/dfs/data/current/subdir34/<*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><,5.741306781768799,Deleting block <*><*><*><*><*><*> file /mnt/hadoop/dfs/data/current/subdir34/<*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><
Receiving block blk_-5808893254440551816 src: /10.250.11.194:53256 dest: /10.250.11.194:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>
",1.068751573562622,"Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>
"
PacketResponder 1 for block blk_3940282600163903101 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"Extracted template: PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_3940282600163903101 terminating

### Response:
Extracted template: PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 3 for block blk_3940282600163903101 terminating

### Response:
Extracted template: PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 4 for block blk_3940282600163903101 terminating

### Response:
Extracted template: PacketResponder <*> for block <*> terminating

### Input:",5.788243532180786,Extracted template: PacketResponder <*> for block <*> terminating
Receiving block blk_4233013542759682998 src: /10.251.109.209:48041 dest: /10.251.109.209:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>",1.1761958599090576,"Extracted template: Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>"
Deleting block blk_7360639743953947587 file /mnt/hadoop/dfs/data/current/subdir35/blk_7360639743953947587,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir35/blk_<*>
",1.253675937652588,"Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir35/blk_<*>
"
Received block blk_4182287230523664560 of size 67108864 from /10.251.111.130,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block <*> of size <*> from <*>

### Example 3:
Log message: 2005/07/24 00:00:00, 0.000000, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 0x00000000, 0",5.686205625534058,Extracted template: Received block <*> of size <*> from <*>
Receiving block blk_995094303184954394 src: /10.251.91.84:35590 dest: /10.251.91.84:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_995094303184954394 src: <*>, dest: <*>
",1.0948433876037598,"Receiving block blk_995094303184954394 src: <*>, dest: <*>
"
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.6:50010 is added to blk_3585424189730250601 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
",1.3844480514526367,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
"
PacketResponder 1 for block blk_-5680441982827916621 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 1 for block blk_<*> terminating
",0.7364563941955566,"PacketResponder 1 for block blk_<*> terminating
"
PacketResponder 0 for block blk_2089955821703690032 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 0 for block blk_2089955821703690032 terminating

### Response:
PacketResponder 0 for block blk_2089955821703690032 terminating

### Input:
PacketResponder 0 for block blk_2089955821703690032 terminating

### Response:
PacketResponder 0 for block blk_2089955821703690032 terminating

### Input:
PacketResponder 0 for block blk_2089955821703690032 terminating

### Response:
PacketResponder 0 for block blk_208",5.721343278884888,PacketResponder <*> for block <*> terminating
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.10:50010 is added to blk_1151012386083696649 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*><*><*><*><*><*> is added to blk_<*> size <*>,1.6781489849090576,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*><*><*><*><*><*> is added to blk_<*> size <*>
Receiving block blk_4149909442914612270 src: /10.251.195.33:55490 dest: /10.251.195.33:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block blk_<> src: <*>:<*>, dest: <*>:<*>
",1.237882375717163,"Extracted template: Receiving block blk_<> src: <*>:<*>, dest: <*>:<*>
"
PacketResponder 0 for block blk_2282833575688432184 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 0 for block blk_<*> terminating

### Input:
ERROR: 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1",5.704011678695679,PacketResponder 0 for block blk_<*> terminating
Received block blk_3960527526103274525 of size 67108864 from /10.251.30.134,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block <*> of size <*> from <*>,0.7805194854736328,Extracted template: Received block <*> of size <*> from <*>
Receiving block blk_-852118157909078164 src: /10.251.30.101:57254 dest: /10.251.30.101:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Extracted template: Receiving block <*> src: <*> dest: <*>,0.8487906455993652,Extracted template: Receiving block <*> src: <*> dest: <*>
10.250.15.198:50010 Starting thread to transfer block blk_4292382298896622412 to 10.250.15.240:50010,<*>:<*> Starting thread to transfer block <*> to <*>:<*>,HDFS,New,"10.250.15.198:50010 Starting thread to transfer block blk_<*> to <*>:<*>
",1.3113961219787598,"10.250.15.198:50010 Starting thread to transfer block blk_<*> to <*>:<*>
"
Received block blk_-185994527242886002 of size 3552954 from /10.251.39.160,Received block <*> of size <*> from <*>,HDFS,New,"Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (<*>)

",3.9610707759857178,"Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (<*>)"
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.188:50010 is added to blk_8761786041973172187 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.2792854309082031,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.70.211:50010 is added to blk_-5471660287004025096 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><,5.785534620285034,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><
PacketResponder 1 for block blk_3755116621101133849 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_3755116621101133849 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_3755116621101133849 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_3755116621101133849 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 1 for block blk_3755116621101133849 terminating",5.782559633255005,PacketResponder <*> for block <*> terminating
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.144:50010 is added to blk_-5542336029922582303 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
",1.3407812118530271,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
"
PacketResponder 0 for block blk_165707910410871749 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 0 for block blk_165707910410871749 terminating

### Response:
PacketResponder 0 for block blk_165707910410871749 terminating

### Response:
PacketResponder 0 for block blk_165707910410871749 terminating

### Response:
PacketResponder 0 for block blk_165707910410871749 terminating

### Response:
PacketResponder 0 for block blk_165707910410871749 terminating

### Response:
PacketResponder 0 for block blk_165707910410871749 terminating

### Response:
PacketResponder 0 for block",5.731839418411255,PacketResponder 0 for block blk_165707910410871749 terminating
PacketResponder 0 for block blk_2957756905007569214 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 0 for block <*> terminating
",0.6434571743011475,"PacketResponder 0 for block <*> terminating
"
PacketResponder 1 for block blk_4884219613602801814 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 1 for block <*>

### Note:
The log message will contain a single sentence. You can assume that the sentence is properly formatted, with no extra spaces or punctuation.

### Test cases:
1. Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session",5.77051854133606,PacketResponder 1 for block <*>
Received block blk_6698851413708497072 of size 67108864 from /10.251.74.134,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block <*> of size <*> from <*>,0.7704291343688965,Extracted template: Received block <*> of size <*> from <*>
Received block blk_6730979070070986233 of size 67108864 from /10.251.90.239,Received block <*> of size <*> from <*>,HDFS,New,blk_6730979070070986233 of size <*> from <*>,0.8545205593109131,blk_6730979070070986233 of size <*> from <*>
Deleting block blk_-468830939205980722 file /mnt/hadoop/dfs/data/current/subdir10/blk_-468830939205980722,Deleting block <*> file <*>,HDFS,New,Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir10/blk_<*>,1.1723673343658447,Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir10/blk_<*>
Received block blk_-7056746602297676104 of size 67108864 from /10.251.39.209,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block blk_<> of size <*> from <*>
",0.9595348834991456,"Extracted template: Received block blk_<> of size <*> from <*>
"
Receiving block blk_8473858691873523269 src: /10.250.11.53:60609 dest: /10.250.11.53:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Extracted template: Receiving block <*> src: <*> dest: <*>,0.862739086151123,Extracted template: Receiving block <*> src: <*> dest: <*>
Received block blk_6686361711974377273 of size 3554889 from /10.251.214.130,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block blk_<*> of size <*>

### Input:
Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)

### Response:
Extracted template: Error =, LOGIN chdir(<*",5.747891187667847,Extracted template: Received block blk_<*> of size <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.33:50010 is added to blk_-6442394521537090621 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.3027665615081787,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
BLOCK* ask 10.250.18.114:50010 to delete  blk_-5140072410813878235,BLOCK* ask <*>:<*> to delete <*>,HDFS,New,BLOCK* ask <*>:<*> to delete  blk_<>,0.8204584121704102,BLOCK* ask <*>:<*> to delete  blk_<>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.84:50010 is added to blk_6039898256291822367 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.3158009052276611,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_000720_0/part-00720. blk_-7988596544606686086,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_000720_0/part-00720. blk_<*>,1.981627941131592,BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_000720_0/part-00720. blk_<*>
PacketResponder 1 for block blk_5729560286355779655 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Explanation:
The log message indicates the termination of a packet responder process for a specific block. The variable elements are the block number and the packet responder number. The template should replace these variable elements with placeholders '<*>'.

### Input:
Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.c",5.743063688278198,PacketResponder <*> for block <*> terminating
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.5:50010 is added to blk_-989798817617753264 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
",1.3457019329071045,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
"
Received block blk_-2242088550278361724 of size 67108864 from /10.251.123.20,Received block <*> of size <*> from <*>,HDFS,New,"blk_-2242088550278361724

### Input:
Received block blk_-2242088550278361724 of size 67108864 from /10.251.123.20

### Response:
blk_-2242088550278361724

### Input:
Received block blk_-2242088550278361724 of size 67108864 from /10.251.123.20

### Response:
blk_-2242088550278361724

### Input:
Received block blk_-2242088550278361724 of size 67108864 from /10.",5.730110168457031,blk_-2242088550278361724
Received block blk_5602895463700536678 of size 67108864 from /10.251.30.179,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block <*> of size <*> from <*>
",0.8224411010742188,"Extracted template: Received block <*> of size <*> from <*>
"
Receiving block blk_7580930377559819562 src: /10.251.110.68:54793 dest: /10.251.110.68:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block blk_<> src: <*>:<*> dest: <*>:<*>
",1.177131414413452,"Extracted template: Receiving block blk_<> src: <*>:<*> dest: <*>:<*>
"
PacketResponder 0 for block blk_429279891070363457 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 0 for block blk_429279891070363457 terminating
",0.9588143825531006,"PacketResponder 0 for block blk_429279891070363457 terminating
"
PacketResponder 0 for block blk_-9132218772786220159 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 0 for block blk_<*> terminating
",0.7085433006286621,"PacketResponder 0 for block blk_<*> terminating
"
Receiving block blk_-2901266958756042716 src: /10.251.110.160:35787 dest: /10.251.110.160:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block blk_(-<*>), src: <*>:<*>, dest: <*>:<*>
",1.3758745193481443,"Extracted template: Receiving block blk_(-<*>), src: <*>:<*>, dest: <*>:<*>
"
Received block blk_6323743466920239525 of size 67108864 from /10.250.15.67,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block <*> of size <*> from <*>,0.7768213748931885,Extracted template: Received block <*> of size <*> from <*>
PacketResponder 2 for block blk_-7948158002985968470 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 2 for block blk_<*> terminating

### Input:
PacketResponder 2 for block blk_-7948158002985968470 terminating

### Response:
PacketResponder 2 for block blk_-7948158002985968470 terminating
",2.547925472259521,PacketResponder 2 for block blk_<*> terminating
Receiving block blk_-8974021306351083168 src: /10.251.91.15:40699 dest: /10.251.91.15:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_-8974021306351083168 src: <*>:<*>, dest: <*>:<*>
",1.33652663230896,"Receiving block blk_-8974021306351083168 src: <*>:<*>, dest: <*>:<*>
"
PacketResponder 1 for block blk_-4917866339076366459 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 1 for block <*> terminating
",0.6373341083526611,"PacketResponder 1 for block <*> terminating
"
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.112:50010 is added to blk_8063831442998721547 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
",1.362156867980957,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
"
BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_001091_0/part-01091. blk_-4468645577339843974,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_001091_0/part-01091. blk_<*>,1.9907128810882568,BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_001091_0/part-01091. blk_<*>
Receiving block blk_9121519145462575118 src: /10.250.10.223:58281 dest: /10.250.10.223:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Extracted template: Receiving block <*> src: <*> dest: <*>,0.8696517944335938,Extracted template: Receiving block <*> src: <*> dest: <*>
PacketResponder 2 for block blk_-6773301007994789531 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 2 for block <*> terminating
",0.6172590255737305,"PacketResponder 2 for block <*> terminating
"
Receiving block blk_-878226404201600469 src: /10.250.7.96:40849 dest: /10.250.7.96:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>
",1.0420560836791992,"Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>
"
Received block blk_-6031720401337601269 of size 67108864 from /10.250.10.100,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block <*> of size <*> from <*>


### Output:
Extracted template: Received block <*> of size <*> from <*>",1.508303165435791,Extracted template: Received block <*> of size <*> from <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.198.33:50010 is added to blk_-5159573936338473350 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*>* is added to blk_-5159573936338473350 size <*>
",1.6330323219299316,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*>* is added to blk_-5159573936338473350 size <*>
"
PacketResponder 0 for block blk_-703436021914343546 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 0 for block blk_-703436021914343546 terminating
",0.9554717540740968,"PacketResponder 0 for block blk_-703436021914343546 terminating
"
Received block blk_-8641647081502666269 of size 67108864 from /10.250.10.100,Received block <*> of size <*> from <*>,HDFS,New,"Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)
",4.3650736808776855,"Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)
"
Receiving block blk_3542047035353248258 src: /10.250.6.214:59051 dest: /10.250.6.214:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_3542047035353248258 src: <*>:<*>, dest: <*>:<*>",1.2667477130889893,"Receiving block blk_3542047035353248258 src: <*>:<*>, dest: <*>:<*>"
PacketResponder 2 for block blk_-736188013503336717 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block blk_<*> terminating

### Input:
[  1] 1.1.1.1:1000 -> 2.2.2.2:2000
[  2] 1.1.1.2:1000 -> 2.2.2.2:2000
[  3] 1.1.1.3:1000 -> 2.2.2.2:2000

### Response:
[  <*>] <*>:<*> -> <*>:<*> [ <*>]",5.637193441390991,PacketResponder <*> for block blk_<*> terminating
Received block blk_1188202922232921994 of size 67108864 from /10.250.10.100,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block blk_<*> of size <*> from <*>

### Input:
Received block blk_1188202922232921994 of size 67108864 from /10.250.10.100

### Response:
Extracted template: Received block blk_<*> of size <*> from <*>

### Input:
Received block blk_1188202922232921994 of size 67108864 from /10.250.10.100

### Response:
Extracted template: Received block blk_<*> of size <*> from <*>

### Input:
Received block blk",5.7598419189453125,Extracted template: Received block blk_<*> of size <*> from <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.33:50010 is added to blk_-9049344623659872649 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.2918744087219238,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
PacketResponder 0 for block blk_4575129504644372394 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 0 for block blk_<> terminating

### Input:
PacketResponder 0 for block blk_4575129504644372394 terminating

### Response:
PacketResponder 0 for block blk_<> terminating

### Input:
PacketResponder 0 for block blk_4575129504644372394 terminating

### Response:
PacketResponder 0 for block blk_<> terminating

### Input:
PacketResponder 0 for block blk_4575129504644372394 terminating

### Response:
PacketResponder 0 for block blk_<> terminating

### Input:
PacketResponder 0",5.735673904418945,PacketResponder 0 for block blk_<> terminating
Receiving block blk_8574493302165689212 src: /10.251.194.245:34656 dest: /10.251.194.245:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Extracted template: Receiving block blk_<> src: <*>:<*> dest: <*>:<*>,1.144908428192139,Extracted template: Receiving block blk_<> src: <*>:<*> dest: <*>:<*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_5574898547439146021 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_5574898547439146021 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_5574898547439146021 size 67108864

###",5.727637767791748,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>
Received block blk_2474460483915499078 of size 67108864 from /10.251.195.52,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block <*> of size <*> from <*>

### Output:
Extracted template: Received block <*> of size <*> from <*>",1.5374126434326172,Extracted template: Received block <*> of size <*> from <*>
Received block blk_7851643274522055587 of size 67108864 from /10.251.214.112,Received block <*> of size <*> from <*>,HDFS,New,"blk_7851643274522055587, 67108864, /10.251.214.112

### Output:
Error = 1, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)
",5.703587055206299,"blk_7851643274522055587, 67108864, /10.251.214.112"
Received block blk_8097409435735325492 of size 67108864 from /10.251.111.209,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block blk_<> of size <*> from <*>,0.8670344352722168,Extracted template: Received block blk_<> of size <*> from <*>
PacketResponder 2 for block blk_-966013175018359901 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"Extracted template: PacketResponder <*> for block <*> terminating

### Input:
The current node is 2, the current block is blk_-966013175018359901, and the current block's previous node is 1

### Response:
Extracted template: The current node is <>, the current block is <>, and the current block's previous node is <>

### Input:
The current node is 2, the current block is blk_-966013175018359901, and the current block's previous node is 1

### Response:
Extracted template: The current node is",5.719958066940308,Extracted template: PacketResponder <*> for block <*> terminating
BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_001655_0/part-01655. blk_-6802153775367591521,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_001655_0/part-01655. blk_<*>,2.00030517578125,BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_001655_0/part-01655. blk_<*>
Received block blk_-3300851862683571086 of size 67108864 from /10.251.203.166,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block blk_<*> of size <*> from <*>

### Input:
Received block blk_-3300851862683571086 of size 67108864 from /10.251.203.166

### Response:
Extracted template: Received block blk_<*> of size <*> from <*>
",3.2610092163085938,Extracted template: Received block blk_<*> of size <*> from <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.105.189:50010 is added to blk_-2035996502664501008 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_-<*> size <*>,1.3776159286499023,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_-<*> size <*>
Receiving block blk_8222237992861447018 src: /10.251.203.4:60086 dest: /10.251.203.4:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block blk_<*> src: <*>:<*> dest: <*>:<*>
",1.204082727432251,"Extracted template: Receiving block blk_<*> src: <*>:<*> dest: <*>:<*>
"
