Content,EventTemplate,Dataset,Category,New_LLAMA_2S_HDFS_2,Inference_time_2,New_LLAMA_2S_HDFS_2_TempOnly
BLOCK* NameSystem.delete: blk_-1162676743264290624 is added to invalidSet of 10.251.194.213:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>

### Input:
Error = 0, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)

### Response:
Error = 0, LOGIN",5.567052841186523,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>
BLOCK* NameSystem.delete: blk_-5513640508500780385 is added to invalidSet of 10.251.203.179:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
",1.0893597602844238,"BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
"
BLOCK* NameSystem.delete: blk_-7767902948513849386 is added to invalidSet of 10.251.71.146:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>

### Explanation:
1. Extracted template: BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
2. Input: BLOCK* NameSystem.delete: blk_-7767902948513849386 is added to invalidSet of 10.251.71.146:50010
3. Extracted template: BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
4. Output: BLOCK* NameSystem.delete: blk",5.59390926361084,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
BLOCK* NameSystem.delete: blk_-5382946262718129284 is added to invalidSet of 10.250.5.161:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
",1.1037616729736328,"BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
"
BLOCK* NameSystem.delete: blk_5668137923110942035 is added to invalidSet of 10.251.91.229:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: blk_<> is added to invalidSet of <*>:<*>

### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Example 1:
Log message: Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect",5.571382761001587,BLOCK* NameSystem.delete: blk_<> is added to invalidSet of <*>:<*>
BLOCK* NameSystem.delete: blk_7197514030988119866 is added to invalidSet of 10.251.75.49:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>

### Input:
ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000)

### Response:
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*>",5.591414451599121,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>
BLOCK* NameSystem.delete: blk_-5362598472846558076 is added to invalidSet of 10.250.14.143:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>

### Output:
BLOCK* NameSystem.delete: blk_-5362598472846558076 is added to invalidSet of 10.250.14.143:50010

### Expected Response:
BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
",3.732747793197632,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
BLOCK* NameSystem.delete: blk_-4269939382058952254 is added to invalidSet of 10.251.203.129:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>

### Note:
1. If there are multiple templates, please return the first one.
2. If the log message contains multiple templates, please return all of them.
3. If the log message is invalid, please return ""Invalid"".
4. If the log message is empty, please return ""Empty"".
5. If the log message is null, please return ""Null"".
",4.437180519104004,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
BLOCK* NameSystem.delete: blk_-6978845808078082463 is added to invalidSet of 10.251.109.209:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>

### Hint:
Please, pay attention to the following:
- You can use regular expressions to extract the template
- You can use the following placeholders: <*>, <#>, <^>, <@>, <&>
- You can use the following characters: \, :, -, _,., *, /, @, (, ), &, =, $,?, +,!, #
",4.460808753967285,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>
BLOCK* NameSystem.delete: blk_-1071115021179995772 is added to invalidSet of 10.250.11.53:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: blk_-1071115021179995772 is added to invalidSet of <*>:<*>
",1.3638930320739746,"BLOCK* NameSystem.delete: blk_-1071115021179995772 is added to invalidSet of <*>:<*>
"
BLOCK* NameSystem.delete: blk_7336636250384047238 is added to invalidSet of 10.251.26.177:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: blk_7336636250384047238 is added to invalidSet of <*>:<*>
",1.3594157695770264,"BLOCK* NameSystem.delete: blk_7336636250384047238 is added to invalidSet of <*>:<*>
"
BLOCK* NameSystem.delete: blk_8493856762887493521 is added to invalidSet of 10.251.26.131:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,1.0400269031524658,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
BLOCK* NameSystem.delete: blk_1043487525777829194 is added to invalidSet of 10.251.110.8:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: blk_<> is added to invalidSet of <*>:<*>
",1.084625482559204,"BLOCK* NameSystem.delete: blk_<> is added to invalidSet of <*>:<*>
"
BLOCK* NameSystem.delete: blk_-3225035678192156905 is added to invalidSet of 10.251.38.214:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: blk_-3225035678192156905 is added to invalidSet of <*>
",1.287299394607544,"BLOCK* NameSystem.delete: blk_-3225035678192156905 is added to invalidSet of <*>
"
BLOCK* NameSystem.delete: blk_5572208681898881669 is added to invalidSet of 10.251.38.197:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>

### Input:
BLOCK* NameSystem.delete: blk_5572208681898881669 is added to invalidSet of 10.251.38.197:50010

### Response:
BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>

### Input:
BLOCK* NameSystem.delete: blk_5572208681898881669 is added to invalidSet of 10.251.38.197:50010

### Response:
BLOCK*",5.60035252571106,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
BLOCK* NameSystem.delete: blk_-2225353020301959077 is added to invalidSet of 10.251.125.237:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
",1.0812931060791016,"BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
"
BLOCK* NameSystem.delete: blk_3946183108430554053 is added to invalidSet of 10.250.11.100:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: blk_3946183108430554053 is added to invalidSet of <*>:<*>
",1.3568294048309326,"BLOCK* NameSystem.delete: blk_3946183108430554053 is added to invalidSet of <*>:<*>
"
BLOCK* NameSystem.delete: blk_-3681974396824196300 is added to invalidSet of 10.250.17.177:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
",1.0906777381896973,"BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
"
BLOCK* NameSystem.delete: blk_2736251498135196075 is added to invalidSet of 10.251.90.64:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: blk_2736251498135196075 is added to invalidSet of <*>

### Input:
BLOCK* NameSystem.delete: blk_2736251498135196075 is added to invalidSet of 10.251.90.64:50010

### Response:
BLOCK* NameSystem.delete: blk_2736251498135196075 is added to invalidSet of <*>

### Input:
BLOCK* NameSystem.delete: blk_2736251498135196075 is added to invalidSet of 10.251.90.64:50010",5.564311265945435,BLOCK* NameSystem.delete: blk_2736251498135196075 is added to invalidSet of <*>
BLOCK* NameSystem.delete: blk_1275198635723397883 is added to invalidSet of 10.251.202.134:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: blk_<> is added to invalidSet of <>

### Output:
Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)
",5.15748405456543,BLOCK* NameSystem.delete: blk_<> is added to invalidSet of <>
BLOCK* NameSystem.delete: blk_3428998332517532825 is added to invalidSet of 10.251.43.192:50010,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>:<*>,HDFS,New,"BLOCK* NameSystem.delete: blk_<> is added to invalidSet of <10.251.43.192:50010>

### Input:
[2018-06-28 15:37:06.456] [ERROR] [com.ibm.icu.text.BreakIterator] - ICU4J: Break iterator for English (United States) failed to initialize

### Response:
[2018-06-28 15:37:06.456] [ERROR] [com.ibm.icu.text.BreakIterator] - ICU4J: Break iterator for English (<United States",5.586683988571167,BLOCK* NameSystem.delete: blk_<> is added to invalidSet of <10.251.43.192:50010>
Deleting block blk_-7106479503467535906 file /mnt/hadoop/dfs/data/current/subdir32/blk_-7106479503467535906,Deleting block <*> file <*>,HDFS,New,Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir32/blk_<*>,1.187971830368042,Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir32/blk_<*>
Deleting block blk_-7411858598798393933 file /mnt/hadoop/dfs/data/current/subdir24/blk_-7411858598798393933,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_-7411858598798393933 file /mnt/hadoop/dfs/data/current/subdir24/blk_-7411858598798393933

### Input:
Deleting block blk_-7411858598798393933 file /mnt/hadoop/dfs/data/current/subdir24/blk_-7411858598798393933

### Response:
Deleting block blk_-7411858598798393933 file /mnt/hadoop/dfs/data/current/subdir24/blk_-7411858598798393933

### Input:
Deleting block blk_-741185859879839",5.608657121658325,Deleting block blk_-7411858598798393933 file /mnt/hadoop/dfs/data/current/subdir24/blk_-7411858598798393933
Deleting block blk_-5429479049793046826 file /mnt/hadoop/dfs/data/current/subdir34/blk_-5429479049793046826,Deleting block <*> file <*>,HDFS,New,"Deleting block <*> file /mnt/hadoop/dfs/data/current/subdir34/<*>

### Test cases:
1. Deleting block blk_-5429479049793046826 file /mnt/hadoop/dfs/data/current/subdir34/blk_-5429479049793046826
2. Deleting block blk_-5429479049793046826 file /mnt/hadoop/dfs/data/current/subdir34/blk_-5429479049793046826
3. Deleting block blk_-5429479049793046826 file /mnt/hadoop/dfs/data/current/subdir34/",5.600269079208374,Deleting block <*> file /mnt/hadoop/dfs/data/current/subdir34/<*>
Deleting block blk_-6431101765137189231 file /mnt/hadoop/dfs/data/current/subdir33/blk_-6431101765137189231,Deleting block <*> file <*>,HDFS,New,"Extracted template: Deleting block <*> file /mnt/hadoop/dfs/data/current/subdir33/<*>
",1.2328495979309082,"Extracted template: Deleting block <*> file /mnt/hadoop/dfs/data/current/subdir33/<*>
"
Deleting block blk_-2923662094689783995 file /mnt/hadoop/dfs/data/current/subdir38/blk_-2923662094689783995,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_-2923662094689783995 file /mnt/hadoop/dfs/data/current/subdir38/<*>

### Input:
Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)

### Response",5.609880685806274,Deleting block blk_-2923662094689783995 file /mnt/hadoop/dfs/data/current/subdir38/<*>
10.250.14.143:50010 Served block blk_-664656559337730574 to /10.250.7.96,<*>:<*> Served block <*> to <*>,HDFS,New,"10.250.14.143:<*>, Served block blk_<*> to /<*>",1.133373498916626,"10.250.14.143:<*>, Served block blk_<*> to /<*>"
Received block blk_3224393364314749254 of size 67108864 from /10.251.37.240,Received block <*> of size <*> from <*>,HDFS,New,"ciod: In packet from nodes 10.251.37.240 and 10.251.37.240 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000)
",3.627996921539306,"ciod: In packet from nodes 10.251.37.240 and 10.251.37.240 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000)
"
Deleting block blk_1483582953997932733 file /mnt/hadoop/dfs/data/current/subdir7/blk_1483582953997932733,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_1483582953997932733 file /mnt/hadoop/dfs/data/current/subdir7/<*>


",1.3999714851379397,Deleting block blk_1483582953997932733 file /mnt/hadoop/dfs/data/current/subdir7/<*>
Deleting block blk_-3607708283707030582 file /mnt/hadoop/dfs/data/current/subdir31/blk_-3607708283707030582,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_-3607708283707030582 file <*>
",0.9047698974609376,"Deleting block blk_-3607708283707030582 file <*>
"
Deleting block blk_4365203784873840210 file /mnt/hadoop/dfs/data/current/subdir1/blk_4365203784873840210,Deleting block <*> file <*>,HDFS,New,"Deleting block <*>, file <*>
",0.5718491077423096,"Deleting block <*>, file <*>
"
Deleting block blk_1920931690498309324 file /mnt/hadoop/dfs/data/current/subdir42/blk_1920931690498309324,Deleting block <*> file <*>,HDFS,New,"Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)

### Input:
Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k",5.617552757263184,"Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)"
Deleting block blk_2731746367139956284 file /mnt/hadoop/dfs/data/current/subdir15/blk_2731746367139956284,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir15/blk_<*>
",1.2239596843719482,"Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir15/blk_<*>
"
Deleting block blk_3312198496468502316 file /mnt/hadoop/dfs/data/current/subdir36/blk_3312198496468502316,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_3312198496468502316 file /mnt/hadoop/dfs/data/current/subdir36/blk_3312198496468502316

### Explanation:
There are no variable elements in the log message.
",2.358436822891236,Deleting block blk_3312198496468502316 file /mnt/hadoop/dfs/data/current/subdir36/blk_3312198496468502316
Deleting block blk_-626413149556394155 file /mnt/hadoop/dfs/data/current/subdir26/blk_-626413149556394155,Deleting block <*> file <*>,HDFS,New,Deleting block blk_<*> file <*>,0.5877599716186523,Deleting block blk_<*> file <*>
Deleting block blk_1350741653957819140 file /mnt/hadoop/dfs/data/current/subdir32/blk_1350741653957819140,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_1350741653957819140 file /<*>/<*>/<*>/<*>/<*>/<*>/<*>/<*>/<*>
",1.6681499481201172,"Deleting block blk_1350741653957819140 file /<*>/<*>/<*>/<*>/<*>/<*>/<*>/<*>/<*>
"
Deleting block blk_6675564098604634452 file /mnt/hadoop/dfs/data/current/subdir1/blk_6675564098604634452,Deleting block <*> file <*>,HDFS,New,"Deleting block <*><*> file /mnt/hadoop/dfs/data/current/subdir1/<*>

",1.1367783546447754,Deleting block <*><*> file /mnt/hadoop/dfs/data/current/subdir1/<*>
Deleting block blk_1692958087244489888 file /mnt/hadoop/dfs/data/current/subdir62/blk_1692958087244489888,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_<*> file <*>
",0.6351132392883301,"Deleting block blk_<*> file <*>
"
Deleting block blk_5528471097481810388 file /mnt/hadoop/dfs/data/current/subdir5/blk_5528471097481810388,Deleting block <*> file <*>,HDFS,New,Deleting block blk_5528471097481810388 file /mnt/hadoop/dfs/data/current/subdir5/blk_5528471097481810388,1.7340338230133057,Deleting block blk_5528471097481810388 file /mnt/hadoop/dfs/data/current/subdir5/blk_5528471097481810388
Deleting block blk_797263375273454863 file /mnt/hadoop/dfs/data/current/subdir16/blk_797263375273454863,Deleting block <*> file <*>,HDFS,New,Deleting block <*> file <*>,0.4610257148742676,Deleting block <*> file <*>
Deleting block blk_5209577451013188921 file /mnt/hadoop/dfs/data/current/subdir24/blk_5209577451013188921,Deleting block <*> file <*>,HDFS,New,Deleting block blk_<*> file <*>,0.5822649002075195,Deleting block blk_<*> file <*>
Deleting block blk_4713539908695785630 file /mnt/hadoop/dfs/data/current/subdir39/blk_4713539908695785630,Deleting block <*> file <*>,HDFS,New,Deleting block <*> file <*>,0.4524464607238769,Deleting block <*> file <*>
Deleting block blk_6148201552996212693 file /mnt/hadoop/dfs/data/current/subdir15/blk_6148201552996212693,Deleting block <*> file <*>,HDFS,New,Deleting block <*> file <*>,0.4931340217590332,Deleting block <*> file <*>
Deleting block blk_9014154925388243050 file /mnt/hadoop/dfs/data/current/subdir28/blk_9014154925388243050,Deleting block <*> file <*>,HDFS,New,Deleting block blk_<*> file <*>,0.5759894847869873,Deleting block blk_<*> file <*>
Deleting block blk_8761138012128091849 file /mnt/hadoop/dfs/data/current/subdir33/blk_8761138012128091849,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_8761138012128091849 file <*>

### Note:
The input may contain multiple log messages, separated by a single newline. You should extract the template for each log message.",2.1255640983581543,Deleting block blk_8761138012128091849 file <*>
Received block blk_-4071286774767564790 of size 67108864 from /10.251.197.226,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block <*> of size <*> from /<*>

### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Example 1:
Log message: Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse",5.610929250717163,Extracted template: Received block <*> of size <*> from /<*>
10.251.122.65:50010 Served block blk_2866275036574950116 to /10.250.11.53,<*>:<*> Served block <*> to <*>,HDFS,New,Extracted template: Served block <*> to <*>,0.6846303939819336,Extracted template: Served block <*> to <*>
Received block blk_-6811519872198278365 of size 67108864 from /10.250.6.4,Received block <*> of size <*> from <*>,HDFS,New,"Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)

### Output:
Error =, LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*>",5.6046411991119385,"Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)"
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.19:50010 is added to blk_6748710057489679257 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.19:50010 is added to blk_6748710057489679257 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.19:500",5.592079162597656,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.209:50010 is added to blk_1833093108290599780 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*><*>:<*> is added to blk_<*> size <*>
",1.4444830417633057,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*><*>:<*> is added to blk_<*> size <*>
"
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.146:50010 is added to blk_9163807899833139121 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
",1.3484859466552734,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
"
Receiving block blk_3941798034503185737 src: /10.250.11.85:42358 dest: /10.250.11.85:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Extracted template: Receiving block <*> src: <*> dest: <*>,0.8586709499359131,Extracted template: Receiving block <*> src: <*> dest: <*>
Received block blk_6894918622505820383 of size 67108864 from /10.250.14.143,Received block <*> of size <*> from <*>,HDFS,New,"blk_6894918622505820383

### Output:
blk_6894918622505820383

### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Example 1:
Log message: Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/",5.564271688461304,blk_6894918622505820383
Receiving block blk_6491424745418112176 src: /10.251.214.130:57008 dest: /10.251.214.130:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>
",1.0499835014343262,"Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>
"
BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_000115_0/part-00115. blk_-17685631368401548,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_000115_0/part-00115. blk_<*>,1.9378817081451416,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_000115_0/part-00115. blk_<*>
BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_000176_0/part-00176. blk_8924207394547472950,BLOCK* NameSystem.allocateBlock: <*> <*>,HDFS,New,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_000176_0/part-00176. blk_<*>,1.9392883777618408,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_000176_0/part-00176. blk_<*>
Receiving block blk_-4526931594457272384 src: /10.251.43.147:40348 dest: /10.251.43.147:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block blk_<*> src: <*>:<*> dest: <*>:<*>

### Input:
In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000)

### Response:
Extracted template: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<",5.5939671993255615,Extracted template: Receiving block blk_<*> src: <*>:<*> dest: <*>:<*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.242:50010 is added to blk_5390763359901143305 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*>
",0.9515438079833984,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*>
"
Receiving block blk_-11867600358649678 src: /10.251.75.79:46421 dest: /10.251.75.79:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_-11867600358649678 src: <*>:<*>, dest: <*>:<*>
",1.2615418434143066,"Receiving block blk_-11867600358649678 src: <*>:<*>, dest: <*>:<*>
"
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.194:50010 is added to blk_2430417102497887445 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*>
",0.9477264881134032,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*>
"
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.18:50010 is added to blk_-747046374856916711 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.266678810119629,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
Received block blk_5062112794659861146 of size 67108864 from /10.251.91.84,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block <*> of size <*> from <*>,0.776789665222168,Extracted template: Received block <*> of size <*> from <*>
Receiving block blk_-116589515245909549 src: /10.251.203.179:33198 dest: /10.251.203.179:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>
",1.21500825881958,"Extracted template: Receiving block blk_<*> src: <*>:<*>, dest: <*>:<*>
"
PacketResponder 1 for block blk_4628975089896927394 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 1 for block blk_4628975089896927394 terminating
",1.0102505683898926,"PacketResponder 1 for block blk_4628975089896927394 terminating
"
Receiving block blk_-764747190320632607 src: /10.251.127.191:49914 dest: /10.251.127.191:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Extracted template: Receiving block <*> src: <*> dest: <*>,0.8669092655181885,Extracted template: Receiving block <*> src: <*> dest: <*>
Received block blk_-8015797075596093783 of size 67108864 from /10.250.11.194,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block <*> of size <*> from <*>


",0.829840898513794,Extracted template: Received block <*> of size <*> from <*>
