Content,EventTemplate,Dataset,Category,Inference_time_1,Unseen_LLAMA_FT_Mac_1
"NETWORK: requery, 0, 0, 0, 0, 299, items, fQueryRetries, 0, fLastRetryTimestamp, 521006902.2","NETWORK: requery, <*>, <*>, <*>, <*>, <*>, items, fQueryRetries, <*>, fLastRetryTimestamp, <*>",Mac,Unseen,0.551949978,"NETWORK: requery, <*>"
"polled file major 1, minor 0, blocksize 4096, pollers 5","polled file major <*>, minor <*>, blocksize <*>, pollers <*>",Mac,Unseen,1.193115473,"polled file major <*>, minor <*>, blocksize <*>, pollers <*>"
BuildActDeviceEntry enter,BuildActDeviceEntry enter,Mac,Unseen,0.488590956,BuildActDeviceEntry enter
IOPolledFilePollersOpen(0) 6 ms,IOPolledFilePollersOpen(<*>) <*> ms,Mac,Unseen,0.994176149,IOPolledFilePollersOpen(<*>) <*> ms
"polled file major 1, minor 0, blocksize 4096, pollers 5","polled file major <*>, minor <*>, blocksize <*>, pollers <*>",Mac,Unseen,1.185454607,"polled file major <*>, minor <*>, blocksize <*>, pollers <*>"
AppleActuatorDeviceUserClient::stop Entered,AppleActuatorDeviceUserClient::stop Entered,Mac,Unseen,0.740622759,AppleActuatorDeviceUserClient::stop Entered
"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/] Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=0x7f8de0c0dc70 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}","[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:<*>] Error Domain=NSURLErrorDomain Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}",Mac,Unseen,7.855088472,
Unable to start NetBIOS name service:,Unable to start NetBIOS name service:,Mac,Unseen,0.750857115,Unable to start NetBIOS name service:
"[Accounts] Failed to update account with identifier 76FE6715-3D27-4F21-AA35-C88C1EA820E8, error: Error Domain=ABAddressBookErrorDomain Code=1002 ""(null)""","[Accounts] Failed to update account with identifier <*>-<*>-<*>-<*>-<*>, error: Error Domain=ABAddressBookErrorDomain Code=<*> ""(<*>)""",Mac,Unseen,1.912908554,"[Accounts] Failed to update account with identifier <*> error: Error Domain=ABAddressBookErrorDomain Code=<*> ""(<*>)"""
"NETWORK: requery, 0, 0, 0, 0, 302, items, fQueryRetries, 0, fLastRetryTimestamp, 521048292.6","NETWORK: requery, <*>, <*>, <*>, <*>, <*>, items, fQueryRetries, <*>, fLastRetryTimestamp, <*>",Mac,Unseen,2.075541973,"NETWORK: requery, <*>, <*>, <*>, <*>, <*>, items, fQueryRetries, <*>, fLastRetryTimestamp, <*>"
"NETWORK: requery, 0, 0, 0, 0, 291, items, fQueryRetries, 0, fLastRetryTimestamp, 521048893.3","NETWORK: requery, <*>, <*>, <*>, <*>, <*>, items, fQueryRetries, <*>, fLastRetryTimestamp, <*>",Mac,Unseen,0.549734116,"NETWORK: requery, <*>"
2017-07-06 09:24:14.417 ksfetch[36728/0x7fff79824000] [lvl=2] main() ksfetch fetching URL (<NSMutableURLRequest: 0x100602220> { URL: https://tools.google.com/service/update2?cup2hreq=f5e83ec64ff3fc5533a3c206134a6517e274f9e1cb53df857e15049b6e4c9f8e&cup2key=7:1721929288 }) to folder:/tmp/KSOutOfProcessFetcher.aPWod5QMh1/download,<*>-<*>-<*> <*>:<*>:<*> ksfetch[<*>/<*>] [lvl=<*>] main() ksfetch fetching URL (<NSMutableURLRequest: <*> { URL: <*> }) to folder:<*>,Mac,Unseen,4.854503155,<*>-<*>-<*> <*>:<*>:<*> ksfetch[<*>/<*>] [lvl=<*>] main() ksfetch fetching URL (<NSMutableURLRequest: <*>> { URL: https://tools.google.com/service/update2?cup2hreq=<*>>&cup2key=<*>: <*>>) to folder:<*>/<*>/<*>
Location icon should now be in state 'Active',Location icon should now be in state 'Active',Mac,Unseen,0.807427883,Location icon should now be in state '<*>'
ARPT: 739157.867474: wlc_dump_aggfifo:,ARPT: <*>: wlc_dump_aggfifo:,Mac,Unseen,0.871998072,ARPT: <*>: wlc_dump_aggfifo:
__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! QQ.10018 tc24039 112.90.78.169:8080,<*>-[NETClientConnection <*>]_block_invoke CI46 - Hit by torpedo! <*> <*> <*>:<*>,Mac,Unseen,2.504051685,__<*>-[NETClientConnection evaluateCrazyIvan<*>]_block_invoke CI<*> - Hit by torpedo! QQ.<*> tc<*> <*>:<*>
ARPT: 739253.582611: wlc_dump_aggfifo:,ARPT: <*>: wlc_dump_aggfifo:,Mac,Unseen,0.865226984,ARPT: <*>: wlc_dump_aggfifo:
"ARPT: 740034.911245: wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10","ARPT: <*>: wl0: setup_keepalive: interval <*>, retry_interval <*>, retry_count <*>",Mac,Unseen,1.563419819,"ARPT: <*>: wl0: setup_keepalive: interval <*>, retry_interval <*>, retry_count <*>"
"2017-07-06 14:57:16.661 GoogleSoftwareUpdateAgent[37059/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""https://tools.google.com/service/update2?cup2hreq=37fbcb7ab6829be04567976e3212d7a67627aef11546f8b7013d4cffaf51f739&cup2key=7:4200177539""","<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""<*>""",Mac,Unseen,4.50468111,"<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""<*>?cup2hreq=<*>&cup2key=<*>:<>"
"ARPT: 740174.102665: wl0: MDNS: 0 SRV Recs, 0 TXT Recs","ARPT: <*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs",Mac,Unseen,1.505149126,"ARPT: <*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs"
AppleCamIn::wakeEventHandlerThread,AppleCamIn::wakeEventHandlerThread,Mac,Unseen,0.615555763,AppleCamIn::wakeEventHandlerThread
RTC: PowerByCalendarDate setting ignored,RTC: PowerByCalendarDate setting ignored,Mac,Unseen,0.67829895,RTC: PowerByCalendarDate setting ignored
__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! QQ.10018 tc24283 119.81.102.227:80,<*>-[NETClientConnection <*>]_block_invoke CI46 - Hit by torpedo! <*> <*> <*>:<*>,Mac,Unseen,2.479617357,__<*>-[NETClientConnection evaluateCrazyIvan<*>]_block_invoke CI<*> - Hit by torpedo! QQ.<*> tc<*> <*>:<*>
"NETWORK: requery, 0, 0, 0, 0, 302, items, fQueryRetries, 0, fLastRetryTimestamp, 521080983.6","NETWORK: requery, <*>, <*>, <*>, <*>, <*>, items, fQueryRetries, <*>, fLastRetryTimestamp, <*>",Mac,Unseen,1.8907094,"NETWORK: requery, <*> <*> <*> <*> <*> <*> <*> items, fQueryRetries, <*> <*> fLastRetryTimestamp, <*>"
"NETWORK: requery, 0, 0, 0, 0, 300, items, fQueryRetries, 0, fLastRetryTimestamp, 521081581.2","NETWORK: requery, <*>, <*>, <*>, <*>, <*>, items, fQueryRetries, <*>, fLastRetryTimestamp, <*>",Mac,Unseen,0.552938938,"NETWORK: requery, <*>"
Sandbox: com.apple.WebKit(9854) deny(1) file-read-data /private/etc/hosts,Sandbox: <*>(<*>) deny(<*>) file-read-data <*>,Mac,Unseen,1.317112446,Sandbox: com.apple.WebKit(<*>) deny(<*>) file-read-data <*>
2017-07-06 06:22:57.163367 PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,<*>-<*>-<*> <*>:<*>:<*> PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,Mac,Unseen,1.948387623,<*>-<*>-<*> <*>:<*>:<*> [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification
full wake request (reason 2) 30914 ms,full wake request (reason <*>) <*> ms,Mac,Unseen,0.676413059,full wake request (reason <*> <*> ms
Wake reason: RTC (Alarm),Wake reason: RTC (Alarm),Mac,Unseen,0.613399744,Wake reason: RTC (Alarm)
RTC: PowerByCalendarDate setting ignored,RTC: PowerByCalendarDate setting ignored,Mac,Unseen,0.677886009,RTC: PowerByCalendarDate setting ignored
"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",Mac,Unseen,2.903096437,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}"
KeychainGetICDPStatus: status: off,KeychainGetICDPStatus: status: off,Mac,Unseen,0.804584026,KeychainGetICDPStatus: status: off
Location icon should now be in state 'Active',Location icon should now be in state 'Active',Mac,Unseen,0.807063341,Location icon should now be in state 'Active'
"2017-07-06 20:46:03.869 GoogleSoftwareUpdateAgent[37316/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: ""https://tools.google.com/service/update2?cup2hreq=5e15fbe422c816bef7c133cfffdb516e16923579b9be2dfae4d7d8d211b25017&cup2key=7:780377214""","<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: ""<*>""",Mac,Unseen,7.793114662,
"NETWORK: requery, 0, 0, 0, 0, 291, items, fQueryRetries, 0, fLastRetryTimestamp, 521092126.3","NETWORK: requery, <*>, <*>, <*>, <*>, <*>, items, fQueryRetries, <*>, fLastRetryTimestamp, <*>",Mac,Unseen,2.083385944,"NETWORK: requery, <*>, <*>, <*>, <*>, <*>, items, fQueryRetries, <*>, fLastRetryTimestamp, <*>"
"Page bounds {{0, 0}, {400, 400}}","Page bounds {{<*>, <*>}, {<*>, <*>}}",Mac,Unseen,1.126211166,"Page bounds {{<*>, <*>}, {<*>, <*>}}"
[com.apple.calendar.store.log.caldav.queue] [Account xpc_ben@163.com@https://caldav.163.com/caldav/principals/users/xpc_ben%40163.com/ timed out when executing operation: <CalDAVAccountRefreshQueueableOperation: 0x7fa11f9f2290; Sequence: 0>],[com.apple.calendar.store.log.caldav.queue] [Account <*> timed out when executing operation: <CalDAVAccountRefreshQueueableOperation: <*>; Sequence: <*>],Mac,Unseen,1.7083776,[com.apple.calendar.store.log.caldav.queue] [Account <*>@<*> timed out when executing operation: <*>
"[com.apple.calendar.store.log.caldav.queue] [Account refresh failed with error: Error Domain=CoreDAVHTTPStatusErrorDomain Code=502 ""(null)"" UserInfo={AccountName=163, CalDAVErrFromRefresh=YES, CoreDAVHTTPHeaders=<CFBasicHash 0x7fa11fe7a810 [0x7fff7abc1440]>{type = immutable dict, count = 5, entries => 0 : Connection = <CFString 0x7fff7ab1aea0 [0x7fff7abc1440]>{contents = ""keep-alive""} 3 : Content-Type = text/html 4 : Content-Length = 166 5 : Server = nginx 6 : Date = <CFString 0x7fa11ac2ab80 [0x7fff7abc1440]>{contents = ""Fri, 07 Jul 2017 05:32:43 GMT""} } }]","[com.apple.calendar.store.log.caldav.queue] [Account refresh failed with error: Error Domain=CoreDAVHTTPStatusErrorDomain Code=<*> ""(<*>)"" UserInfo={AccountName=<*>, CalDAVErrFromRefresh=YES, CoreDAVHTTPHeaders=<CFBasicHash <*> [<*>]>{type = immutable dict, count = <*>, entries => <*> : Connection = <CFString <*> [<*>]>{contents = ""keep-alive""} <*> : Content-Type = text/html <*> : Content-Length = <*> <*> : Server = nginx <*> : Date = <CFString <*> [<*>]>{contents = ""<*> <*> <*>:<*>:<*> GMT""} } }]",Mac,Unseen,6.878059626,"[<*>] [<*>] [Account refresh failed with error: Error Domain=<*> Code=<*> ""(<*>)"" UserInfo={AccountName=<*>, CalDAVErrFromRefresh=<*>, CoreDAVHTTPHeaders=<CFBasicHash <*>>{type = immutable dict, count = <*>, entries => 0 : Connection = <*>, 3 : Content-Type = text/html, 4 : Content-Length = <*>, 5 : Server = nginx, 6 : Date = <*>, } }"
"Page bounds {{0, 0}, {400, 400}}","Page bounds {{<*>, <*>}, {<*>, <*>}}",Mac,Unseen,1.19354248,"Page bounds {{<*>, <*>, {<*>}, {<*>}}"
tcp_connection_destination_handle_tls_close_notify 111 closing socket due to TLS CLOSE_NOTIFY alert,tcp_connection_destination_handle_tls_close_notify <*> closing socket due to TLS CLOSE_NOTIFY alert,Mac,Unseen,1.192500591,tcp_connection_destination_handle_tls_close_notify <*> closing socket due to TLS CLOSE_NOTIFY alert
"CCFile::copyFile fileName is [2017-07-07_00,52,55.450817]-CCIOReporter-001.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-07_00,52,55.450817]-CCIOReporter-001.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-07_00,52,54.449889]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-07_00,52,55.450817]-CCIOReporter-001.xml","CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:<*>, dest path:<*>",Mac,Unseen,1.33387804,"CCFile::copyFile fileName is <*>, source path:<*>, dest path:<*>"
"2017-07-07 01:47:40.090 GoogleSoftwareUpdateAgent[37644/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: ""https://tools.google.com/service/update2?cup2hreq=c30943ccd5e0a03e93b6be3e2b7e2127989f08f1bde99263ffee091de8b8bc39&cup2key=7:1039900771""","<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: ""<*>""",Mac,Unseen,7.785870075,
RTC: PowerByCalendarDate setting ignored,RTC: PowerByCalendarDate setting ignored,Mac,Unseen,0.676840067,RTC: PowerByCalendarDate setting ignored
AppleCamIn::wakeEventHandlerThread,AppleCamIn::wakeEventHandlerThread,Mac,Unseen,0.617132187,AppleCamIn::wakeEventHandlerThread
AppleCamIn::wakeEventHandlerThread,AppleCamIn::wakeEventHandlerThread,Mac,Unseen,0.615432262,AppleCamIn::wakeEventHandlerThread
Location icon should now be in state 'Active',Location icon should now be in state 'Active',Mac,Unseen,0.802521706,Location icon should now be in state 'Active'
AppleCamIn::wakeEventHandlerThread,AppleCamIn::wakeEventHandlerThread,Mac,Unseen,0.60793066,AppleCamIn::wakeEventHandlerThread
"CCDataTap::profileRemoved, Owner: com.apple.driver.AirPort.Brcm4360.0, Name: StateSnapshots","CCDataTap::profileRemoved, Owner: <*>, Name: <*>",Mac,Unseen,1.948789597,"CCDataTap::profileRemoved, Owner: com.apple.driver.AirPort.Brcm4360.0, Name: StateSnapshots"
RTC: PowerByCalendarDate setting ignored,RTC: PowerByCalendarDate setting ignored,Mac,Unseen,0.670661211,RTC: PowerByCalendarDate setting ignored
Could not get event name for stream/token: com.apple.xpc.activity/4505: 132: Request for stale data,Could not get event name for stream/token: com.apple.xpc.activity/<*>: <*>: Request for stale data,Mac,Unseen,1.63639164,Could not get event name for stream/token: com.apple.xpc.activity/<*>: <*>: Request for stale data
"NETWORK: requery, 0, 0, 0, 0, 294, items, fQueryRetries, 0, fLastRetryTimestamp, 521144227.4","NETWORK: requery, <*>, <*>, <*>, <*>, <*>, items, fQueryRetries, <*>, fLastRetryTimestamp, <*>",Mac,Unseen,2.080528498,"NETWORK: requery, <*>, <*>, <*>, <*>, <*>, items, fQueryRetries, <*>, fLastRetryTimestamp, <*>"
Error in CoreDragRemoveTrackingHandler: -1856,Error in CoreDragRemoveTrackingHandler: <*>,Mac,Unseen,0.738982916,Error in CoreDragRemoveTrackingHandler: <*>
Location icon should now be in state 'Active',Location icon should now be in state 'Active',Mac,Unseen,0.812273264,Location icon should now be in state 'Active'
Location icon should now be in state 'Active',Location icon should now be in state 'Active',Mac,Unseen,0.805193663,Location icon should now be in state 'Active'
"CCFile::copyFile fileName is [2017-07-07_12,24,25.108710]-io80211Family-007.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-07_12,24,25.108710]-io80211Family-007.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-07_12,24,29.298901]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-07_12,24,25.108710]-io80211Family-007.pcapng","CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:<*>, dest path:<*>",Mac,Unseen,1.215643883,CCFile::copyFile fileName is <*> source path:<*> dest path:<*>
"CCFile::copyFile fileName is [2017-07-07_13,40,37.052249]-io80211Family-031.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-07_13,40,37.052249]-io80211Family-031.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-07_13,40,37.192896]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-07_13,40,37.052249]-io80211Family-031.pcapng","CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:<*>, dest path:<*>",Mac,Unseen,0.696907759,CCFile::copyFile fileName is <*>
Captive: CNPluginHandler en0: Authenticated,Captive: CNPluginHandler en0: Authenticated,Mac,Unseen,0.870571136,Captive: CNPluginHandler en0: Authenticated
ARPT: 770802.879782: wlc_dump_aggfifo:,ARPT: <*>: wlc_dump_aggfifo:,Mac,Unseen,0.867130756,ARPT: <*>: wlc_dump_aggfifo:
"ARPT: 771388.849884: wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10","ARPT: <*>: wl0: setup_keepalive: interval <*>, retry_interval <*>, retry_count <*>",Mac,Unseen,1.567980528,"ARPT: <*>: wl0: setup_keepalive: interval <*>, retry_interval <*>, retry_count <*>"
"ARPT: 771631.938256: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 9235,","ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': No, 'TimeRemaining': <*>,",Mac,Unseen,2.277140379,"ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': No, 'TimeRemaining': <*>,"
AppleCamIn::wakeEventHandlerThread,AppleCamIn::wakeEventHandlerThread,Mac,Unseen,0.606633663,AppleCamIn::wakeEventHandlerThread
Unable to start NetBIOS name service:,Unable to start NetBIOS name service:,Mac,Unseen,0.735009193,Unable to start NetBIOS name service:
"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=0x7fb7f0035dc0 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://gs-loc.apple.com/clls/wloc, NSErrorFailingURLKey=https://gs-loc.apple.com/clls/wloc, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://gs-loc.apple.com/clls/wloc, NSErrorFailingURLKey=https://gs-loc.apple.com/clls/wloc, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}","PBRequester failed with Error Error Domain=NSURLErrorDomain Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}",Mac,Unseen,7.802192926,
"CCFile::copyFile fileName is [2017-07-07_16,24,11.442212]-AirPortBrcm4360_Logs-001.txt, source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//[2017-07-07_16,24,11.442212]-AirPortBrcm4360_Logs-001.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2017-07-07_16,24,11.124183]=AssocFail:sts:2_rsn:0/DriverLogs//[2017-07-07_16,24,11.442212]-AirPortBrcm4360_Logs-001.txt","CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:<*>, dest path:<*>",Mac,Unseen,1.359315157,"CCFile::copyFile fileName is <*>, source path:<*>, dest path:<*>"
"CCFile::captureLog Received Capture notice id: 1499469856.145137, reason = AssocFail:sts:2_rsn:0","CCFile::captureLog Received Capture notice id: <*>, reason = AssocFail:sts:<NUM>_rsn:<NUM>",Mac,Unseen,1.878602028,"CCFile::captureLog Received Capture notice id: <*>.<*>, reason = AssocFail:sts:<*>_rsn:<*>"
KeychainGetICDPStatus: status: off,KeychainGetICDPStatus: status: off,Mac,Unseen,0.808725834,KeychainGetICDPStatus: status: <*>
RTC: PowerByCalendarDate setting ignored,RTC: PowerByCalendarDate setting ignored,Mac,Unseen,0.677637577,RTC: PowerByCalendarDate setting ignored
[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].],[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-<*>].],Mac,Unseen,1.641179562,[<*>] [Refusing to parse response to PROPPATCH because of content-type: [<*>].]
"NETWORK: requery, 0, 0, 0, 0, 328, items, fQueryRetries, 0, fLastRetryTimestamp, 521177334.4","NETWORK: requery, <*>, <*>, <*>, <*>, <*>, items, fQueryRetries, <*>, fLastRetryTimestamp, <*>",Mac,Unseen,0.555497169,"NETWORK: requery, <*>"
"NSURLSession/NSURLConnection HTTP load failed (kCFStreamErrorDomainSSL, -9806)","NSURLSession/NSURLConnection HTTP load failed (kCFStreamErrorDomainSSL, <*>)",Mac,Unseen,0.295227289,<*>
"schedule invalidation <DYTransport 0x7f89e8c00520, error: lost transport connection (31)>","schedule invalidation <DYTransport <*>, error: lost transport connection (<*>)>",Mac,Unseen,1.071306229,schedule invalidation <DYTransport <*> error: lost transport connection (<*>
KeychainGetICDPStatus: status: off,KeychainGetICDPStatus: status: off,Mac,Unseen,0.814528227,KeychainGetICDPStatus: status: off
<<<< MediaValidator >>>> mv_ValidateRFC4281CodecId: Unrecognized codec 1.(null). Failed codec specific check.,<<<< MediaValidator >>>> <*>: Unrecognized codec <*>.(<*>). Failed codec specific check.,Mac,Unseen,1.82929492,<<<< MediaValidator >>>> mv_ValidateRFC4281CodecId: Unrecognized codec <*>.(null). Failed codec specific check.
"ARPT: 783991.995027: wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10","ARPT: <*>: wl0: setup_keepalive: interval <*>, retry_interval <*>, retry_count <*>",Mac,Unseen,1.584639311,"ARPT: <*>: wl0: setup_keepalive: interval <*>, retry_interval <*>, retry_count <*>"
"ARPT: 784055.560270: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 5600,","ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': No, 'TimeRemaining': <*>,",Mac,Unseen,2.290527344,"ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': No, 'TimeRemaining': <*>,"
AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0,<*>::<*> - intel_rp = <*> dlla_reporting_supported = <*>,Mac,Unseen,1.841683149,AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = <*> dlla_reporting_supported = <*>
ARPT: 784486.498066: wlc_dump_aggfifo:,ARPT: <*>: wlc_dump_aggfifo:,Mac,Unseen,0.880411625,ARPT: <*>: wlc_dump_aggfifo:
**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- 0x3800 ****,**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- <*> ****,Mac,Unseen,1.574750423,**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- <*> ****
"CCFile::copyFile fileName is [2017-07-08_02,32,47.528554]-CCIOReporter-003.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-08_02,32,47.528554]-CCIOReporter-003.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-08_02,32,46.517498]=AssocFail:sts:2_rsn:0/OneStats//[2017-07-08_02,32,47.528554]-CCIOReporter-003.xml","CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:<*>, dest path:<*>",Mac,Unseen,1.346000195,"CCFile::copyFile fileName is <*>, source path:<*>, dest path:<*>"
did discard act 12083 inact 17640 purgeable 20264 spec 28635 cleaned 0,did discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,Mac,Unseen,1.057150602,did discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>
"CCDataTap::profileRemoved, Owner: com.apple.iokit.IO80211Family, Name: AssociationEventHistory","CCDataTap::profileRemoved, Owner: <*>, Name: <*>",Mac,Unseen,1.194680929,"CCDataTap::profileRemoved, Owner: <*>, Name: AssociationEventHistory"
**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- 0x8800 ****,**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- <*> ****,Mac,Unseen,1.566813707,**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- <*> ****
