Content,EventTemplate,Dataset,Category,Inference_time_1,Unseen_LLAMA_FT_BGL_1
8 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.564298391,<*> floating point alignment exceptions
8 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.575205803,<*> floating point alignment exceptions
8 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.551582336,<*> floating point alignment exceptions
total of 1 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,BGL,Unseen,0.866887331,total of <*> ddr error(s) detected and corrected
generating core.7830,generating core.<*>,BGL,Unseen,0.486113548,generating core.<*>
generating core.1781,generating core.<*>,BGL,Unseen,0.485814333,generating core.<*>
generating core.8977,generating core.<*>,BGL,Unseen,0.485630035,generating core.<*>
generating core.12721,generating core.<*>,BGL,Unseen,0.488259792,generating core.<*>
generating core.15193,generating core.<*>,BGL,Unseen,0.483793974,generating core.<*>
generating core.9136,generating core.<*>,BGL,Unseen,0.48212409,generating core.<*>
generating core.9021,generating core.<*>,BGL,Unseen,0.484759092,generating core.<*>
generating core.5927,generating core.<*>,BGL,Unseen,0.484711409,generating core.<*>
generating core.3455,generating core.<*>,BGL,Unseen,0.484032631,generating core.<*>
generating core.3093,generating core.<*>,BGL,Unseen,0.484661579,generating core.<*>
15 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.54741025,<*> floating point alignment exceptions
15 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.550275326,<*> floating point alignment exceptions
15 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.548725367,<*> floating point alignment exceptions
15 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.55015111,<*> floating point alignment exceptions
generating core.9315,generating core.<*>,BGL,Unseen,0.484295607,generating core.<*>
generating core.7205,generating core.<*>,BGL,Unseen,0.487207413,generating core.<*>
generating core.2241,generating core.<*>,BGL,Unseen,0.485131264,generating core.<*>
generating core.10607,generating core.<*>,BGL,Unseen,0.492644548,generating core.<*>
generating core.6940,generating core.<*>,BGL,Unseen,0.486760855,generating core.<*>
generating core.14911,generating core.<*>,BGL,Unseen,0.491292477,generating core.<*>
generating core.9713,generating core.<*>,BGL,Unseen,0.489867687,generating core.<*>
generating core.28529,generating core.<*>,BGL,Unseen,0.484737635,generating core.<*>
generating core.18632,generating core.<*>,BGL,Unseen,0.488091946,generating core.<*>
generating core.2505,generating core.<*>,BGL,Unseen,0.486349344,generating core.<*>
generating core.24634,generating core.<*>,BGL,Unseen,0.485389948,generating core.<*>
generating core.31691,generating core.<*>,BGL,Unseen,0.481474876,generating core.<*>
generating core.2767,generating core.<*>,BGL,Unseen,0.484438658,generating core.<*>
generating core.29493,generating core.<*>,BGL,Unseen,0.360046864,generating <*>
generating core.23425,generating core.<*>,BGL,Unseen,0.484984398,generating core.<*>
15 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.552885056,<*> floating point alignment exceptions
total of 23 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,BGL,Unseen,0.87373209,total of <*> ddr error(s) detected and corrected
5 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.547728062,<*> floating point alignment exceptions
5 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.544754028,<*> floating point alignment exceptions
5 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.550899744,<*> floating point alignment exceptions
15 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.54962492,<*> floating point alignment exceptions
15 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.554426908,<*> floating point alignment exceptions
15 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.549956322,<*> floating point alignment exceptions
15 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.552660704,<*> floating point alignment exceptions
15 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.552898884,<*> floating point alignment exceptions
15 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.564985991,<*> floating point alignment exceptions
15 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.567434549,<*> floating point alignment exceptions
15 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.558699608,<*> floating point alignment exceptions
15 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.554201841,<*> floating point alignment exceptions
generating core.7818,generating core.<*>,BGL,Unseen,0.48451066,generating core.<*>
generating core.15063,generating core.<*>,BGL,Unseen,0.480262518,generating core.<*>
5 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.542987347,<*> floating point alignment exceptions
5 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.550184965,<*> floating point alignment exceptions
5 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.552607298,<*> floating point alignment exceptions
5 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.553533316,<*> floating point alignment exceptions
5 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.55086422,<*> floating point alignment exceptions
5 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.551295519,<*> floating point alignment exceptions
5 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.549698591,<*> floating point alignment exceptions
5 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.555399895,<*> floating point alignment exceptions
5 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.553215504,<*> floating point alignment exceptions
5 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.550663471,<*> floating point alignment exceptions
5 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.549763918,<*> floating point alignment exceptions
5 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.548261881,<*> floating point alignment exceptions
generating core.2317,generating core.<*>,BGL,Unseen,0.490074873,generating core.<*>
generating core.12630,generating core.<*>,BGL,Unseen,0.357242107,generating <*>
generating core.11357,generating core.<*>,BGL,Unseen,0.486255407,generating core.<*>
generating core.14250,generating core.<*>,BGL,Unseen,0.49567008,generating core.<*>
generating core.10514,generating core.<*>,BGL,Unseen,0.498317242,generating core.<*>
5 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.557336807,<*> floating point alignment exceptions
generating core.4781,generating core.<*>,BGL,Unseen,0.356778622,generating <*>
5 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.554878235,<*> floating point alignment exceptions
5 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.548550367,<*> floating point alignment exceptions
5 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.544397593,<*> floating point alignment exceptions
5 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.544109106,<*> floating point alignment exceptions
5 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.545642614,<*> floating point alignment exceptions
5 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.550796747,<*> floating point alignment exceptions
685 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.54572916,<*> floating point alignment exceptions
685 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.547162294,<*> floating point alignment exceptions
685 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.545937777,<*> floating point alignment exceptions
685 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.549395323,<*> floating point alignment exceptions
1005 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.552001476,<*> floating point alignment exceptions
1005 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.549887657,<*> floating point alignment exceptions
1005 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.550636053,<*> floating point alignment exceptions
1005 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.551638603,<*> floating point alignment exceptions
1005 floating point alignment exceptions,<*> floating point alignment exceptions,BGL,Unseen,0.551686764,<*> floating point alignment exceptions
generating core.16019,generating core.<*>,BGL,Unseen,0.486781836,generating core.<*>
generating core.45168,generating core.<*>,BGL,Unseen,0.486608028,generating core.<*>
generating core.33115,generating core.<*>,BGL,Unseen,0.48171258,generating core.<*>
generating core.4535,generating core.<*>,BGL,Unseen,0.495490074,generating core.<*>
generating core.53271,generating core.<*>,BGL,Unseen,0.498286963,generating core.<*>
generating core.31056,generating core.<*>,BGL,Unseen,0.501012087,generating core.<*>
generating core.62637,generating core.<*>,BGL,Unseen,0.483297586,generating core.<*>
generating core.15977,generating core.<*>,BGL,Unseen,0.484753132,generating core.<*>
generating core.37807,generating core.<*>,BGL,Unseen,0.487039566,generating core.<*>
generating core.38022,generating core.<*>,BGL,Unseen,0.49339962,generating core.<*>
generating core.2704,generating core.<*>,BGL,Unseen,0.485932827,generating core.<*>
generating core.50,generating core.<*>,BGL,Unseen,0.486777306,generating core.<*>
generating core.4012,generating core.<*>,BGL,Unseen,0.485651493,generating core.<*>
generating core.2917,generating core.<*>,BGL,Unseen,0.489058733,generating core.<*>
generating core.114,generating core.<*>,BGL,Unseen,0.488095045,generating core.<*>
generating core.248,generating core.<*>,BGL,Unseen,0.48594141,generating core.<*>
generating core.118,generating core.<*>,BGL,Unseen,0.486464739,generating core.<*>
generating core.469,generating core.<*>,BGL,Unseen,0.487499475,generating core.<*>
generating core.64538,generating core.<*>,BGL,Unseen,0.481731653,generating core.<*>
generating core.37690,generating core.<*>,BGL,Unseen,0.357469559,generating <*>
generating core.42905,generating core.<*>,BGL,Unseen,0.48681426,generating core.<*>
generating core.55515,generating core.<*>,BGL,Unseen,0.489312172,generating core.<*>
generating core.46655,generating core.<*>,BGL,Unseen,0.487072945,generating core.<*>
generating core.38843,generating core.<*>,BGL,Unseen,0.492023468,generating core.<*>
generating core.3098,generating core.<*>,BGL,Unseen,0.489269495,generating core.<*>
generating core.45245,generating core.<*>,BGL,Unseen,0.486510038,generating core.<*>
generating core.34256,generating core.<*>,BGL,Unseen,0.485439062,generating core.<*>
generating core.29755,generating core.<*>,BGL,Unseen,0.489092827,generating core.<*>
generating core.50579,generating core.<*>,BGL,Unseen,0.479938507,generating core.<*>
generating core.9997,generating core.<*>,BGL,Unseen,0.484134912,generating core.<*>
generating core.64072,generating core.<*>,BGL,Unseen,0.491929293,generating core.<*>
generating core.25229,generating core.<*>,BGL,Unseen,0.484786749,generating core.<*>
generating core.45674,generating core.<*>,BGL,Unseen,0.485207796,generating core.<*>
generating core.36904,generating core.<*>,BGL,Unseen,0.484618664,generating core.<*>
generating core.59976,generating core.<*>,BGL,Unseen,0.484853745,generating core.<*>
generating core.59977,generating core.<*>,BGL,Unseen,0.48535037,generating core.<*>
generating core.9958,generating core.<*>,BGL,Unseen,0.486181736,generating core.<*>
generating core.19592,generating core.<*>,BGL,Unseen,0.488974333,generating core.<*>
generating core.50086,generating core.<*>,BGL,Unseen,0.484763622,generating core.<*>
generating core.22469,generating core.<*>,BGL,Unseen,0.491552353,generating core.<*>
generating core.63787,generating core.<*>,BGL,Unseen,0.48461771,generating core.<*>
generating core.18084,generating core.<*>,BGL,Unseen,0.487133265,generating core.<*>
generating core.23873,generating core.<*>,BGL,Unseen,0.486208677,generating core.<*>
generating core.2105,generating core.<*>,BGL,Unseen,0.482280254,generating core.<*>
generating core.306,generating core.<*>,BGL,Unseen,0.478387356,generating core.<*>
generating core.11346,generating core.<*>,BGL,Unseen,0.484894514,generating core.<*>
generating core.6161,generating core.<*>,BGL,Unseen,0.48745513,generating core.<*>
Can not get assembly information for node card,Can not get assembly information for node card,BGL,Unseen,0.683534145,Can not get assembly information for node card
Can not get assembly information for node card,Can not get assembly information for node card,BGL,Unseen,0.68385911,Can not get assembly information for node card
Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*> volt rail is OK. The <*> volt rail is OK.,BGL,Unseen,6.704435587,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*> volt rail is OK. The <*> volt rail is OK.,BGL,Unseen,6.748359203,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
Can not get assembly information for node card,Can not get assembly information for node card,BGL,Unseen,0.680331707,Can not get assembly information for node card
Can not get assembly information for node card,Can not get assembly information for node card,BGL,Unseen,0.680625439,Can not get assembly information for node card
Can not get assembly information for node card,Can not get assembly information for node card,BGL,Unseen,0.677912712,Can not get assembly information for node card
Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*> volt rail is OK. The <*> volt rail is OK.,BGL,Unseen,6.727462769,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
rts tree/torus link training failed: wanted: B C X+ X- Y+ Y- Z+ Z- got: B C X- Y- Z+ Z-,rts tree/torus link training failed: wanted: <*> got: <*>,BGL,Unseen,1.987412214,rts tree/torus link training failed: wanted: <*> <*> <*> <*> <*> <*> <*> <*> got: <*> <*> <*> <*> <*> <*> <*> <*>
total of 1 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,BGL,Unseen,0.875707865,total of <*> ddr error(s) detected and corrected
total of 1 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,BGL,Unseen,0.877341509,total of <*> ddr error(s) detected and corrected
ciod: generated 64 core files for program /bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm,ciod: generated <*> core files for program <*>,BGL,Unseen,0.804248095,ciod: generated <*> core files for program <*>
ciod: generated 64 core files for program /bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm,ciod: generated <*> core files for program <*>,BGL,Unseen,0.805662155,ciod: generated <*> core files for program <*>
ciod: generated 64 core files for program /bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm,ciod: generated <*> core files for program <*>,BGL,Unseen,0.800349951,ciod: generated <*> core files for program <*>
ciod: generated 1 core files for program /bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm,ciod: generated <*> core files for program <*>,BGL,Unseen,0.807219744,ciod: generated <*> core files for program <*>
ciod: generated 64 core files for program /bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm,ciod: generated <*> core files for program <*>,BGL,Unseen,0.808223724,ciod: generated <*> core files for program <*>
ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,ciod: generated <*> core files for program <*>,BGL,Unseen,0.808592081,ciod: generated <*> core files for program <*>
ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,ciod: generated <*> core files for program <*>,BGL,Unseen,0.808467865,ciod: generated <*> core files for program <*>
ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,ciod: generated <*> core files for program <*>,BGL,Unseen,0.810237169,ciod: generated <*> core files for program <*>
ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,ciod: generated <*> core files for program <*>,BGL,Unseen,0.810881138,ciod: generated <*> core files for program <*>
ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,ciod: generated <*> core files for program <*>,BGL,Unseen,0.810372353,ciod: generated <*> core files for program <*>
ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,ciod: generated <*> core files for program <*>,BGL,Unseen,0.819366693,ciod: generated <*> core files for program <*>
ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,ciod: generated <*> core files for program <*>,BGL,Unseen,0.829071999,ciod: generated <*> core files for program <*>
ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,ciod: generated <*> core files for program <*>,BGL,Unseen,0.817146063,ciod: generated <*> core files for program <*>
total of 1 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,BGL,Unseen,0.870316744,total of <*> ddr error(s) detected and corrected
iar 003a90fc dear 00b360e8,iar <*> dear <*>,BGL,Unseen,0.426548004,iar <*> dear <*>
iar 003a90dc dear 00b35148,iar <*> dear <*>,BGL,Unseen,0.4227283,iar <*> dear <*>
iar 003a90fc dear 00b35db8,iar <*> dear <*>,BGL,Unseen,0.425475121,iar <*> dear <*>
iar 003a9108 dear 00c07348,iar <*> dear <*>,BGL,Unseen,0.421024799,iar <*> dear <*>
iar 003a9294 dear 00c06c48,iar <*> dear <*>,BGL,Unseen,0.422263622,iar <*> dear <*>
iar 003a92a0 dear 00b36898,iar <*> dear <*>,BGL,Unseen,0.424724579,iar <*> dear <*>
iar 003a9260 dear 00efe838,iar <*> dear <*>,BGL,Unseen,0.423182249,iar <*> dear <*>
iar 003a9260 dear 00efcbc8,iar <*> dear <*>,BGL,Unseen,0.421720743,iar <*> dear <*>
iar 003a929c dear 00efc768,iar <*> dear <*>,BGL,Unseen,0.422446728,iar <*> dear <*>
iar 003a929c dear 00efd448,iar <*> dear <*>,BGL,Unseen,0.423780918,iar <*> dear <*>
iar 003a92a0 dear 00efd358,iar <*> dear <*>,BGL,Unseen,0.423983812,iar <*> dear <*>
iar 003a92a0 dear 00fcc6b8,iar <*> dear <*>,BGL,Unseen,0.420358181,iar <*> dear <*>
iar 003a92a0 dear 00efd518,iar <*> dear <*>,BGL,Unseen,0.421797752,iar <*> dear <*>
iar 003a9254 dear 00f05688,iar <*> dear <*>,BGL,Unseen,0.420146704,iar <*> dear <*>
iar 003a9254 dear 00f07a88,iar <*> dear <*>,BGL,Unseen,0.417616844,iar <*> dear <*>
iar 003a9260 dear 012924f8,iar <*> dear <*>,BGL,Unseen,0.420916796,iar <*> dear <*>
iar 003a9260 dear 0128f2f8,iar <*> dear <*>,BGL,Unseen,0.422771215,iar <*> dear <*>
iar 003a9260 dear 0128fc88,iar <*> dear <*>,BGL,Unseen,0.421918154,iar <*> dear <*>
iar 003a9260 dear 01290878,iar <*> dear <*>,BGL,Unseen,0.421837807,iar <*> dear <*>
iar 003a929c dear 01291228,iar <*> dear <*>,BGL,Unseen,0.419500351,iar <*> dear <*>
iar 003a929c dear 01291708,iar <*> dear <*>,BGL,Unseen,0.428088665,iar <*> dear <*>
iar 003a92a0 dear 013611f8,iar <*> dear <*>,BGL,Unseen,0.422945023,iar <*> dear <*>
iar 003a92a0 dear 012902f8,iar <*> dear <*>,BGL,Unseen,0.427415371,iar <*> dear <*>
iar 003a9260 dear 00ef83b8,iar <*> dear <*>,BGL,Unseen,0.42690587,iar <*> dear <*>
iar 003a9254 dear 01299f08,iar <*> dear <*>,BGL,Unseen,0.423246622,iar <*> dear <*>
iar 003a9260 dear 00ef6c38,iar <*> dear <*>,BGL,Unseen,0.42055583,iar <*> dear <*>
iar 003a9258 dear 0136bd38,iar <*> dear <*>,BGL,Unseen,0.420122623,iar <*> dear <*>
iar 003a9260 dear 012979b8,iar <*> dear <*>,BGL,Unseen,0.421406984,iar <*> dear <*>
iar 003a9260 dear 0129a9a8,iar <*> dear <*>,BGL,Unseen,0.422981501,iar <*> dear <*>
iar 003a9260 dear 01299e48,iar <*> dear <*>,BGL,Unseen,0.424052,iar <*> dear <*>
iar 003a929c dear 0136b2d8,iar <*> dear <*>,BGL,Unseen,0.420297146,iar <*> dear <*>
iar 003a9260 dear 00e24bd8,iar <*> dear <*>,BGL,Unseen,0.429409742,iar <*> dear <*>
iar 003a9260 dear 00f2a468,iar <*> dear <*>,BGL,Unseen,0.423643351,iar <*> dear <*>
iar 003a92a0 dear 0129a488,iar <*> dear <*>,BGL,Unseen,0.425165176,iar <*> dear <*>
iar 003a9260 dear 00f29b68,iar <*> dear <*>,BGL,Unseen,0.424658775,iar <*> dear <*>
iar 003a926c dear 00f2b078,iar <*> dear <*>,BGL,Unseen,0.424687624,iar <*> dear <*>
Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*> volt rail is OK. The <*> volt rail is OK.,BGL,Unseen,6.822349787,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
iar 00149fc0 dear 00739d98,iar <*> dear <*>,BGL,Unseen,0.425168753,iar <*> dear <*>
iar 0014a150 dear 0072b9f8,iar <*> dear <*>,BGL,Unseen,0.427002668,iar <*> dear <*>
iar 0014a150 dear 00719fc8,iar <*> dear <*>,BGL,Unseen,0.426045895,iar <*> dear <*>
iar 0014a150 dear 0098d458,iar <*> dear <*>,BGL,Unseen,0.424435377,iar <*> dear <*>
iar 0014a150 dear 0098e178,iar <*> dear <*>,BGL,Unseen,0.425363064,iar <*> dear <*>
iar 0014a150 dear 00998588,iar <*> dear <*>,BGL,Unseen,0.424437284,iar <*> dear <*>
iar 0014a150 dear 00991c88,iar <*> dear <*>,BGL,Unseen,0.424001217,iar <*> dear <*>
iar 00149ee0 dear 009a2788,iar <*> dear <*>,BGL,Unseen,0.420833588,iar <*> dear <*>
iar 00149f88 dear 0099be48,iar <*> dear <*>,BGL,Unseen,0.421153784,iar <*> dear <*>
iar 0014a150 dear 00a53af8,iar <*> dear <*>,BGL,Unseen,0.423229933,iar <*> dear <*>
iar 0014a150 dear 009b9288,iar <*> dear <*>,BGL,Unseen,0.427243471,iar <*> dear <*>
iar 0014a150 dear 009a50f8,iar <*> dear <*>,BGL,Unseen,0.427418232,iar <*> dear <*>
iar 0014a150 dear 0098cdc8,iar <*> dear <*>,BGL,Unseen,0.424381256,iar <*> dear <*>
iar 00149ee0 dear 0099e5e8,iar <*> dear <*>,BGL,Unseen,0.421105385,iar <*> dear <*>
iar 0014a150 dear 00991c88,iar <*> dear <*>,BGL,Unseen,0.420681238,iar <*> dear <*>
iar 0014a150 dear 009829b8,iar <*> dear <*>,BGL,Unseen,0.418976307,iar <*> dear <*>
iar 00149f88 dear 00996f88,iar <*> dear <*>,BGL,Unseen,0.422408819,iar <*> dear <*>
iar 0014a1e4 dear 0099e6c8,iar <*> dear <*>,BGL,Unseen,0.42500329,iar <*> dear <*>
iar 0014a150 dear 009a2998,iar <*> dear <*>,BGL,Unseen,0.424548388,iar <*> dear <*>
ciod: generated 64 core files for program IMB-MPI1.2MB_perf,ciod: generated <*> core files for program <*>,BGL,Unseen,0.80933404,ciod: generated <*> core files for program <*>
ciod: pollControlDescriptors: Detected the debugger died.,ciod: pollControlDescriptors: Detected the debugger died.,BGL,Unseen,0.949323177,ciod: pollControlDescriptors: Detected the debugger died.
total of 1 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,BGL,Unseen,0.894487143,total of <*> ddr error(s) detected and corrected
